pinyin	verb	id
shou-yi	授意	9758
bian-bi-ru-li	鞭辟入里	9759
jiu-han-gan-lin	久旱甘霖	9760
qi-qi	凄凄	9761
chun-meng	春梦	9762
zhe-yan	遮掩	9763
jue-miao	绝妙	9764
wu-ta	无他	9765
bo-diao	拔掉	9766
bao	饱	9767
qie-duan	切断	9768
jian-ban	减半	9769
xiao-mo	消磨	9770
hua-ren	滑韧	9771
zhan-wen	站稳	9772
gai-cheng	概称	9773
jin-kou-zi	进口自	9774
la-pi	拉皮	9775
cheng-xing-er-lai	乘兴而来	9776
xiang-gan	相干	9777
xi-yu	系於	9778
rang-du	让渡	9779
zhuan-qian	赚钱	9780
wei-xian	为先	9781
hong-pei	烘焙	9782
chuan-chang	传唱	9783
qiang-guo	强过	9784
jin-hu	近乎	9785
xuan-mie	旋灭	9786
la	辣	9787
zhi-pi	直批	9788
sheng-qi-bo-bo	生气勃勃	9789
xian-mai-xian-mai	现买现卖	9790
wei-ren	为人	9791
pei-he-shang	配合上	9792
shou-suo	收缩	9793
hong-tong-tong	红通通	9794
ju-bian	遽变	9795
ren-de	认得	9796
wu-fa-wu-tian	无法无天	9797
wang	网	9798
zhuang-you	壮游	9799
bu-dao	不到	9800
an-ya	黯哑	9801
zuo-shi	作诗	9802
dun-zuo	蹲坐	9803
dan	淡	9804
fen-zuo	分作	9805
qi-han	凄寒	9806
ma-cheng	骂成	9807
cu-yong	簇拥	9808
fan-di	返抵	9809
li-qun-suo-ju	离群索居	9810
qu-ce	驱策	9811
zhuan-de	赚得	9812
jin	浸	9813
yi-ren	宜人	9814
du-cheng	独撑	9815
ji-dai	急待	9816
nong-zhuang-yan-mo	浓妆艳抹	9817
zhan	展	9818
sha-die	杀跌	9819
xia-da	吓大	9820
jie-gao	截稿	9821
fa-han	发函	9822
wu-zhu-yu	无助於	9823
ling-wan	领完	9824
yi-guan-hua	一贯化	9825
mian-mian-xiang-qu	面面相觑	9826
fen-zu	分组	9827
zheng-hui	争辉	9828
qi-yuan	起源	9829
suo-cheng	缩成	9830
die-zhang	叠嶂	9831
jian-cai	剪裁	9832
cui-lyu	翠绿	9833
liu-qing	留情	9834
bu-xian	布线	9835
xiao-san-tong	小三通	9836
shan-ti-ren-yi	善体人意	9837
wen-zhi	文治	9838
gong-xi-fa-cai	恭喜发财	9839
jian	捡	9840
lyu-hua	绿化	9841
tuo-guang	脱光	9842
qi-mian	期勉	9843
you-xian	优闲	9844
tong-yang	同样	9845
da-da-ma-ma	打打骂骂	9846
dao-she	倒社	9847
ti-huan	替换	9848
zheng-du	争睹	9849
tong-hua	通话	9850
shou-diao	收掉	9851
you-kong	有空	9852
qu-dong	驱动	9853
zai-xian	再现	9854
jiao-shui	缴税	9855
ban-dang	板荡	9856
bao-lie	爆裂	9857
bai	败	9858
ju-mu	举目	9859
qian-wang	迁往	9860
yi	亦	9861
hua-shuo	话说	9862
huai-bao	怀抱	9863
jiu-fan	就范	9864
jing-hu	惊呼	9865
jun	君	9866
si-yi	四溢	9867
fu-qi	服气	9868
shi-du	适度	9869
chuan-zhi	传至	9870
guan-shang	关上	9871
shou-yong	受用	9872
ren-qin-tu-qin	人亲土亲	9873
yun-chou-wei-wo	运筹帷幄	9874
die-luo	跌落	9875
zhang-kai	张开	9876
huan-hun	还魂	9877
yu-zuo	预作	9878
shuo-guo-jin-cun	硕果仅存	9879
yi-bu-yi-jiao-yin	一步一脚印	9880
tui-zhi	退职	9881
yang	漾	9882
xing-xing	悻悻	9883
bi-shou-hua-jiao	比手画脚	9884
wu-li-wei-ji	无力为继	9885
mai-zou	买走	9886
fu-yi-nyu-gui	父以女贵	9887
guo-shi	过时	9888
heng-sao	横扫	9889
jian-bao	简报	9890
zhi-ji-zhi-bi	知己知彼	9891
luo-de	落得	9892
bian-wei	贬为	9893
fu-he	附和	9894
ding-zhi	订制	9895
diu-jin	丢进	9896
zhi-zhi	直指	9897
jin-shang-tian-hua	锦上添花	9898
jiao-xing	叫醒	9899
feng-song	奉送	9900
su	溯	9901
guang-yi	广义	9902
xi-yu	系狱	9903
shen-yu	甚於	9904
zheng-jie	整洁	9905
yuan-fu	远赴	9906
bu-chang	补偿	9907
ying-ji	迎击	9908
ding-xing	定型	9909
cang-cang	苍苍	9910
cheng-xian-qi-hou	承先启後	9911
yan-xun	烟熏	9912
ken	啃	9913
gu-shen	孤身	9914
ji-ji	急急	9915
zhuan-hui	转回	9916
zao-chen	凿沉	9917
nuo-yi	挪移	9918
cai-huo	采获	9919
la-duan	拉断	9920
chui-qi	吹起	9921
neng-yan-shan-dao	能言善道	9922
gai-yong	改用	9923
fei-sheng	飞升	9924
li-wen	立稳	9925
zhen	枕	9926
gai-yun	改运	9927
zhi-ai	致癌	9928
guo-nei-fa-hua	国内法化	9929
jin-jing	进京	9930
quan-bao	蜷抱	9931
shi-zhi	实质	9932
chao-xing	吵醒	9933
hei-tian-an-di	黑天暗地	9934
qu-jin	趋近	9935
shan-chang-yu	擅长於	9936
jia-zhuang	假装	9937
zhu-qian	铸钱	9938
wen-zhou-zhou	文诌诌	9939
wei-fu	为辅	9940
jing-shen-yi-yi	精神奕奕	9941
jing-nian	经年	9942
jin-tui	进退	9943
zhi-bu	织布	9944
wen-wen-ru-ya	温文儒雅	9945
gao-hu	高呼	9946
ji-ya	羁押	9947
qu-zhu	驱逐	9948
shi-yu	施予	9949
nong-zhong	浓重	9950
she	赦	9951
mi-bi	密闭	9952
tu-lao-wu-gong	徒劳无功	9953
gan-ge	杆格	9954
xin-gan-qing-yuan	心甘情愿	9955
suan-ming	算命	9956
ke-wang-yi-jiu	渴望已久	9957
chou-chu	抽出	9958
lai-yi-wei-sheng	赖以维生	9959
luo-yang-zhi-gui	洛阳纸贵	9960
jian-qu	渐趋	9961
ji-xing	疾行	9962
mao-shang	卯上	9963
qian-cheng	虔诚	9964
fei-yue	飞跃	9965
zhou-ma	咒骂	9966
gan-tong	感通	9967
chuan-lian	串连	9968
dui-ji-ru-shan	堆积成山	9969
gong-shang-da-ji	共商大计	9970
jian-fu	兼负	9971
fan-xin	烦心	9972
feng-guang-ming-mei	风光明媚	9973
shou-yin	收音	9974
xie-yi	写意	9975
gao-shang	高上	9976
ru-yu-de-shui	如鱼得水	9977
jiang	将	9978
qi-pao	起泡	9979
yuan-qu	远去	9980
hong	轰	9981
yi-hu-bai-ying	一呼百应	9982
hua-gui	华贵	9983
dian-di-zai-xin-tou	点滴在心头	9984
man-tou-wu-shui	满头雾水	9985
xi-wang-wu-qiong	希望无穷	9986
ku-xuan	酷炫	9987
quan-gao	劝告	9988
shen-zhong	慎重	9989
luo-di-sheng-gen	落地生根	9990
zhi-qi	织起	9991
ling-qiao	灵巧	9992
ju-he	聚合	9993
wen-dao	问倒	9994
nian-qi	捻起	9995
te-zhi	特制	9996
zeng-se	增色	9997
qing-huang	轻晃	9998
huan-gui-yu	还归於	9999
hua-qiao	花俏	10000
chi-bian	吃遍	10001
bei-pan	背叛	10002
cu-bi	粗鄙	10003
xiong-wu-da-zhi	胸无大志	10004
juan-qu	卷曲	10005
kan-dan	看淡	10006
xiang-yan	相沿	10007
tiao-kai	跳开	10008
ni-lai-shun-shou	逆来顺受	10009
shi-hua	湿滑	10010
kan-tou	看透	10011
zi-zu	自足	10012
si-chan-lan-da	死缠烂打	10013
ge-qu-suo-xu	各取所需	10014
guan-wang	观望	10015
dao	盗	10016
bao-zhi	保值	10017
du-hai	渡海	10018
ju-sang	沮丧	10019
ru-ye	入夜	10020
huo-si	活似	10021
zheng-zhi-bu-li	整治不力	10022
tiao-kong	挑空	10023
duo-xia	夺下	10024
dang-ji	当机	10025
huang	慌	10026
kou-he	扣合	10027
xiang-yi	相依	10028
fan-pu-gui-zhen	反璞归真	10029
kong-dong-hua	空洞化	10030
nai-ren-xun-wei	耐人寻味	10031
duo-chan	多产	10032
sheng-chu	生出	10033
xiao	销	10034
yan-mie	湮灭	10035
zhi-wei	指为	10036
jiang-ge	降格	10037
bi-lai-bi-qu	比来比去	10038
chang	偿	10039
qu-jing	取镜	10040
jie-jing	洁净	10041
meng-dao	梦到	10042
san-can-bu-ji	三餐不继	10043
qi-ju-yi-tang	齐聚一堂	10044
ren-guan	任官	10045
deng-huo-tong-ming	灯火通明	10046
ke-qin-ke-jian	克勤克俭	10047
re-chu	惹出	10048
duo-chou-shan-gan	多愁善感	10049
zhi-ting	直挺	10050
shang-gan	伤感	10051
xue	削	10052
sun-shang	损伤	10053
zhui	辍	10054
mu-deng-kou-dai	目瞪口呆	10055
jiao-tan	交谈	10056
ming-wei	名为	10057
shun-shou	顺手	10058
ju-xi-mi-yi	钜细靡遗	10059
yan-qi	厌弃	10060
jin-zhang	进帐	10061
zhao-hao	找好	10062
tan-duo	贪多	10063
su-xiang	塑像	10064
dui-tan	对谈	10065
yi-wei	译为	10066
xing-qiang	行抢	10067
rou-zhou	揉皱	10068
yan-mian	掩面	10069
yan-shen	严审	10070
tui-dang	退党	10071
gui-quan	规劝	10072
xie	卸	10073
gan-chu	赶出	10074
ba-gen	拔根	10075
yi-pao-er-hong	一炮而红	10076
li-lian	历练	10077
yi-shan-bang-shui	依山傍水	10078
yu	喻	10079
shou-ying	首映	10080
dun	蹲	10081
fu	孚	10082
bi-tan	避谈	10083
ji-duan	极端	10084
zhui	缀	10085
chu-mo	触摸	10086
qi-ru-bi-xi	弃如敝屣	10087
zhe-tian	遮天	10088
fen-hua	分化	10089
fu-guo	富过	10090
ying-peng-ying	硬碰硬	10091
fu-you	附有	10092
chen-ji	沉寂	10093
shang-qiong-bi-luo-xia-huang-quan	上穷碧落下黄泉	10094
ka-ca	喀擦	10095
di-dao	滴到	10096
kong-guan	控管	10097
nian	碾	10098
chuan-huan	传唤	10099
tian-liang	天亮	10100
yuan-qu	冤屈	10101
tiao-li	调理	10102
bu-lyu-wei-jian	步履维艰	10103
nian-guo	碾过	10104
shi-hun	失婚	10105
tui-jian	退件	10106
wang-dong	妄动	10107
gao-qiang	高强	10108
duo-jiao	跺脚	10109
guan-shang	冠上	10110
an-yi	安逸	10111
ding-li	鼎力	10112
lei-si-yu	类似於	10113
zhuo-yi	著意	10114
qing-yang	清扬	10115
zhu	主	10116
xiang-kan-liang-bu-yan	相看两不厌	10117
chang-zuo-ju-jia	唱做俱佳	10118
chu-jiu	除旧	10119
duan-cu	短促	10120
ca-shi	擦拭	10121
guo-guo	过过	10122
da-zhan	大战	10123
chu-man	出满	10124
ting-xin	听信	10125
jian-sun	减损	10126
han-ku	喊苦	10127
fei-xing	飞行	10128
luo-you	漏油	10129
tu-ru-qi-lai	突如其来	10130
da-chi-da-he	大吃大喝	10131
fa-yuan-yu	发源於	10132
deng-ji	登基	10133
you-zha	油炸	10134
ming-cun-shi-wang	名存实亡	10135
zhi-dian	指点	10136
zai-zhi	栽植	10137
zheng-ming	争鸣	10138
kuai-huo	快活	10139
dui-ying	对映	10140
di-shui-bu-ru	滴水不入	10141
gai-ban	改版	10142
fei-jin-xin-ji	费尽心机	10143
xing-huai	兴坏	10144
ji-chi	急驰	10145
zhou-yan	周延	10146
jing-guang	精光	10147
gua-shang	挂上	10148
hun-dao	昏倒	10149
jiao-po	交迫	10150
shi-xu	失序	10151
zhi-qi	稚气	10152
yi-qu-bu-fan	一去不返	10153
shi-xiang	试想	10154
zheng-zhuang	整装	10155
wei-rong	为荣	10156
xiong-han	凶悍	10157
liang-xin-fa-xian	良心发现	10158
fang-shui	防水	10159
huan-shi	换是	10160
qu-tu	取土	10161
xiao-yan	消炎	10162
shen-chi	神驰	10163
ming-gui	名贵	10164
wu-kong-bu-ru	无孔不入	10165
yin-ling-feng-sao	引领风骚	10166
le-dao	乐道	10167
liao-fu-er-er	聊复尔耳	10168
liu-qin-bu-ren	六亲不认	10169
xing-tao	行讨	10170
zi-cheng	自承	10171
yue-guo	越过	10172
qiang-bi	枪毙	10173
gong-xiang	攻向	10174
shui-xie-bu-tong	水泄不通	10175
bian-ji	遍及	10176
qu-shuo	瞿铄	10177
chuan-zong-jie-dai	传宗接代	10178
san-fen-tian-xia	三分天下	10179
xue-shang-jia-shuang	雪上加霜	10180
kai-xuan	凯旋	10181
gua-zao	聒噪	10182
yan-shang	腌上	10183
kai-hua-jie-guo	开花结果	10184
cang-zhong	藏种	10185
ruo	揉	10186
ni-si-wo-huo	你死我活	10187
jiang-fu	降福	10188
gong-jie	攻讦	10189
ri-xing-yi-shan	日行一善	10190
bao-xue	刨削	10191
huan-bao	环抱	10192
mo-shou-cheng-gui	墨守成规	10193
gua-lai	刮来	10194
chong-jin	冲进	10195
zao-shang	早上	10196
an-xiang	安祥	10197
cuo-tuo	蹉跎	10198
wu-ke-xian-liang	无可限量	10199
an-yang	安养	10200
yi-shi-xing-qi	一时兴起	10201
ge-you-qian-qiu	各有千秋	10202
bi-su	鄙俗	10203
bu-ju	布局	10204
jiao-bei	交背	10205
leng-jun	冷峻	10206
xiang-shi	相视	10207
cheng-jun	成军	10208
ji-qian	集钱	10209
jiao-die	交叠	10210
shi-da	试打	10211
nan-hai-zi-qi	男孩子气	10212
yuan-ji	远及	10213
fu-wei	抚慰	10214
gan-xi	乾洗	10215
tian-beng-di-lie	天崩地裂	10216
pen-qi	喷漆	10217
nao-ren	恼人	10218
gong-shi-hua	公式化	10219
bian	遍	10220
ming-wei	命为	10221
qiu-chu	求处	10222
qu-zhi	取直	10223
zhuan-er	转而	10224
kun-juan	困倦	10225
bu-he	不合	10226
yi-zhong	移种	10227
xi-li	洗礼	10228
cong-su	从俗	10229
bu-wei-ren-zhi	不为人知	10230
chuan-jiu	穿久	10231
ru-meng	入梦	10232
qian-fu	潜伏	10233
jiao-hui	交会	10234
tan-zou	弹奏	10235
shan-dong	煽动	10236
kong-chu	空出	10237
jie-fa	结发	10238
fan-shou	贩售	10239
xiang-kiu	香Q	10240
que-qi	鹊起	10241
jue-lie	决裂	10242
fu-man	覆满	10243
ke-jin	克尽	10244
qie-cuo-zhuo-mo	切磋琢磨	10245
zhuan-kui-wei-ying	转亏为盈	10246
feng-yun-ji-hui	风云际会	10247
hu	呼	10248
xun-yan	巡演	10249
kai-xi	开喜	10250
shi-wei	式微	10251
bi	闭	10252
yao-yao	咬咬	10253
zha-ying	扎营	10254
ning-jie	凝结	10255
xuan-bian-zhan	选边站	10256
yi	溢	10257
ya-po	压迫	10258
da-diao	搭调	10259
tong-ti	同体	10260
du-ding	笃定	10261
pi-jing	僻静	10262
da-shang	大伤	10263
wu-neng-wei-li	无能为力	10264
qiong-pa	穷怕	10265
zi-fei	自废	10266
xi-qi-yang-yang	喜气洋洋	10267
yi-yu-zhong-di	一语中的	10268
pu-shang	铺上	10269
jie-ti-fa-hui	借题发挥	10270
wang-jian	望见	10271
lao-lai	老来	10272
ju-wei-ji-you	据为己有	10273
ya-jie	押解	10274
zhe-fu	蛰伏	10275
qi-chuan-xu-xu	气喘吁吁	10276
cheng-pi	成癖	10277
cun-liu	存留	10278
da-xie	答谢	10279
chu-dong	触动	10280
fang-zuo	仿作	10281
huo-bu-dan-xing	祸不单行	10282
you-xiu	幼秀	10283
gao-gu	高估	10284
dong-dao	冻到	10285
lin-yu	吝於	10286
xuan-zhong	选种	10287
kuo-ji	扩及	10288
xian	先	10289
hun-he	混和	10290
ren-xing	人性	10291
chuan-shen	传神	10292
yong-yue	踊跃	10293
qiu-zhu-yu	求助於	10294
xuan-mu	眩目	10295
e-mo-hua	恶魔化	10296
bao-cheng	包成	10297
bao-nuan	保暖	10298
jie-zhu	接铸	10299
si-dong-fei-dong	似懂非懂	10300
lue-sheng-yi-chou	略胜一筹	10301
fa-fa	发发	10302
fei-kuai	飞快	10303
yang-qiu	央求	10304
pai-pai-zhan	排排站	10305
zhan-gui	站柜	10306
jia-zong	加总	10307
gan-lian	干练	10308
cha-shou	插手	10309
jian-kong	监控	10310
wu	悟	10311
zhan-zhuan	辗转	10312
gan-pao	赶跑	10313
shou-xun	受勋	10314
jin-zhui-zai-hou	紧追在後	10315
ji-ke	饥渴	10316
qiao-qu	翘曲	10317
tan-te-bu-an	忐忑不安	10318
zuo-cuo	做错	10319
gua-dan	挂单	10320
pi-bo	批驳	10321
chu-chang	初尝	10322
pi-yu-ben-ming	疲於奔命	10323
chong-hua	重划	10324
fu-yang	抚养	10325
can-liu	残留	10326
e-wan	扼腕	10327
chong-zhuang	冲撞	10328
xi-nue	戏谑	10329
qun-qi	群起	10330
tun-shi	吞食	10331
hu-shi-dan-dan	虎视眈眈	10332
tun-qu	褪去	10333
huo-sheng-sheng	活生生	10334
ding-fei	鼎沸	10335
re-huo	惹祸	10336
yi-tu	意图	10337
liu-xie	流泄	10338
kao-huo	烤火	10339
mei	媚	10340
cheng-xiong-dou-hen	逞凶斗狠	10341
bai-jing	白净	10342
dang-xin	当心	10343
han	旱	10344
cuo	挫	10345
lao-mai	老迈	10346
pin-tou-lun-zu	品头论足	10347
you-guo-zhi-er-wu-bu-ji	有过之而无不及	10348
bu-mu	不睦	10349
guang-lei	逛累	10350
gai-man	盖满	10351
ce-hua	策画	10352
yu	鬻	10353
zhi-na	滞纳	10354
chui-lei	垂泪	10355
jing-lun-man-fu	经纶满腹	10356
qi-tou-ping-ding	齐头平等	10357
gua-dao	刮到	10358
jie-shi	节食	10359
nan-nan-zi-yu	喃喃自语	10360
jiao-dao	交到	10361
pin	聘	10362
hua-qu	花去	10363
xiang-dang-ran-er	想当然尔	10364
jia-qi	夹起	10365
ling-shou	领受	10366
wu-yong	无用	10367
cang-yu	苍郁	10368
zhong-kan	中看	10369
tou-xiang	投降	10370
li-zhi	离职	10371
qun-yong	群涌	10372
chan	缠	10373
tan-xi	叹息	10374
ken-gan	肯干	10375
sui-tuan	随团	10376
qi-jia	起价	10377
qi-yi	歧异	10378
chuan-qi	穿起	10379
xia-pao	吓跑	10380
shai-chu	晒出	10381
ren	认	10382
rou-ruo	柔弱	10383
ren-yang-ma-fan	人仰马翻	10384
zuan-di	钻地	10385
zhen	臻	10386
suan	酸	10387
lao-shen-zai-zai	老神在在	10388
jie-piao	借票	10389
li-nan	罹难	10390
ban-tu-er-fei	半途而废	10391
yu	於	10392
qian-he	谦和	10393
xi-shang	吸上	10394
qiong-chou	穷愁	10395
hun-zhuo	混浊	10396
shuo-jiao	说教	10397
tui-ji	推挤	10398
jin-chu-zai	进出在	10399
pa-dao	爬到	10400
da-yang	打烊	10401
chu-you	出油	10402
gao-zhao	高照	10403
jing-biao	竞标	10404
dai-yan	代言	10405
zuo-ke	作客	10406
tan	弹	10407
fang-zai	防灾	10408
da-zhu	打住	10409
cheng-huan	承欢	10410
he-er-wei-yi	合而为一	10411
zun-xing	遵行	10412
kan-qi	看齐	10413
ke-sou	咳嗽	10414
shuai-kai	甩开	10415
xue-hao	学好	10416
hui-yu-yi-dan	毁於一旦	10417
yi-wei	夷为	10418
jiang-zu	讲足	10419
liao-wu	了无	10420
yi-shen-zuo-ze	以身作则	10421
shou-rong	收容	10422
wu-huan-xing-ying	物换星移	10423
shen-ying	身膺	10424
cong-cong	淙淙	10425
nian-nian	黏黏	10426
guan-shuo	关说	10427
hu-meng-qi-li	互蒙其利	10428
dui-kai	对开	10429
gong-huo	供货	10430
yin	印	10431
shen-mi	神迷	10432
si-bian	思变	10433
ruo-he	揉和	10434
fei-xiang	飞翔	10435
hui-bao	回报	10436
ping-shun	平顺	10437
chen-ni-yu	沈溺於	10438
you-jing	幽静	10439
lian-xi	连系	10440
yuan-ding	原订	10441
yun-chen	匀称	10442
liang	量	10443
yan-shou	验收	10444
fei-jin	费尽	10445
wei-si	畏死	10446
gai-hang	改行	10447
zhi-pu	质朴	10448
dong-pin-xi-cou	东拼西凑	10449
qing-an	请安	10450
tiao-li-fen-ming	条理分明	10451
e-xing-e-zhuang	恶形恶状	10452
zi-zhen-ju-zhuo	字斟句酌	10453
fa-huang	发慌	10454
xiang-feng	相逢	10455
yao-jin	要紧	10456
cha-cha	查察	10457
qie-sui	切碎	10458
lao-tao	老套	10459
tong-zhi	童稚	10460
tao-li-man-tian-xia	桃李满天下	10461
ta-luo	塌落	10462
tai-jiu-huan-xin	汰旧换新	10463
du-dao	独到	10464
pian-zhong	偏重	10465
nie-chu	捏出	10466
zong-dong-yuan	总动员	10467
hui-hen	悔恨	10468
jiao-yang	教养	10469
xia-xiang	下乡	10470
ci-mei	慈眉	10471
xiu	嗅	10472
fei-zhi	废止	10473
gai-bian-zi	改编自	10474
cao-lao	操劳	10475
lu-hao	录好	10476
liao-ran-yu-xiong	了然於胸	10477
dan-diao	单调	10478
wan-jun	完竣	10479
jin-shi	浸湿	10480
ji-cun	寄存	10481
fang-qiu	访求	10482
zhi-min	殖民	10483
wen-zhuan-bu-pei	稳赚不赔	10484
zheng-qiu	徵求	10485
fan-cuo	犯错	10486
yan-lao	言老	10487
qun-ju	群聚	10488
cu-bao	粗暴	10489
chang-long	昌隆	10490
gao-zhen-wu-you	高枕无忧	10491
zhuan-xue	转学	10492
xiang-le	享乐	10493
zhuan-qu	转趋	10494
dai-xie	带谢	10495
ji-jin	挤进	10496
shi-zhi-wu-wei	食之无味	10497
xuan-teng-yi-shi	喧腾一时	10498
huan-huan-xi-xi	欢欢喜喜	10499
sheng-xiu	生锈	10500
huan-shi	环视	10501
yin-xing	印行	10502
feng	奉	10503
kui-san	溃散	10504
jiao-zao	焦躁	10505
zhong-yan	种菸	10506
da-chi-yi-jing	大吃一惊	10507
chi-guang	吃光	10508
xiang-lai	想来	10509
xian-xing	显形	10510
feng-he-ri-li	风和日丽	10511
ling	拎	10512
qian-gua	牵挂	10513
duan-xiang	端详	10514
yue-ye	越野	10515
yu-jiao-yu-le	寓教於乐	10516
han-hou	憨厚	10517
you-mi	幽谧	10518
gui-gong-yu	归功於	10519
xiu-chu	秀出	10520
gai-song	改送	10521
shang-que	商榷	10522
shen-zhuo	身著	10523
shen-ju	深居	10524
lian-guan	连贯	10525
ru-zui	入罪	10526
xu-wu	虚无	10527
ci-gu	刺骨	10528
jian-zhi	建置	10529
xiu-lan	朽烂	10530
bing	秉	10531
xie-hao	写好	10532
guai	拐	10533
xian-bu	闲步	10534
guo-zu-bu-qian	裹足不前	10535
shan-rang	禅让	10536
guang-yuan	广远	10537
tou-gao	投稿	10538
si-cang	私藏	10539
bu-yi	不已	10540
wang-gu	亡故	10541
huan-zheng	还政	10542
sui-su	随俗	10543
yuan-chu	源出	10544
chen-chen	沉沉	10545
zheng-lun-bu-xiu	争论不休	10546
zhan-dao	站到	10547
re-zhong	热衷	10548
da-di	打底	10549
di-diao	低调	10550
xing-fu	幸福	10551
da-qi-bu-chuan	大气不喘	10552
ge	搁	10553
kua-yao	夸耀	10554
jing-dai	惊呆	10555
zhuo-sang	斫丧	10556
tan-wu	贪污	10557
ji	吉	10558
chi-dao	迟到	10559
he-liu	合流	10560
shen-xian	身陷	10561
ding	钉	10562
yao-hui	咬回	10563
shu-li	竖立	10564
zhui-shi	缀饰	10565
hui-lei	挥泪	10566
guan-sai	观赛	10567
kua-dao	跨刀	10568
qiao-ke	跷课	10569
bao-shang	包上	10570
dui-bu-gong-tang	对簿公堂	10571
ci-xia	刺瞎	10572
bang-shang	绑上	10573
zhi-zhai	指摘	10574
zhong-man	种满	10575
ju-xian-yu	局限於	10576
du-shi-hua	都市化	10577
hai-kuo-tian-kong	海阔天空	10578
kai-dong	开动	10579
kai-liu	开溜	10580
zhang-shi	掌事	10581
can-za	参杂	10582
jia	架	10583
lang-tun-hu-yan	狼吞虎咽	10584
yuan-ji	圆寂	10585
qu-zhi-ruo-kuang	趋之若狂	10586
zi-luan-zhen-jiao	自乱阵脚	10587
xia-huai	吓坏	10588
mai-jin	埋进	10589
zhai-mi	著迷	10590
xuan-xi	悬系	10591
gen-chu	跟出	10592
shi-zhi-guo-jian	失之过简	10593
ke-jian-yi-ban	可见一斑	10594
si-ji-er-chu	伺机而出	10595
fu-zheng	附徵	10596
gun-jin	滚进	10597
peng-pai	澎湃	10598
piao-xuan	票选	10599
zhuo-nong	捉弄	10600
yi-yi-guan-zhi	一以贯之	10601
chen-lun	沉沦	10602
tian-mi	甜蜜	10603
fang-bian	访遍	10604
mei-wan-mei-liao	没完没了	10605
le-de	乐得	10606
mou-sha	谋杀	10607
qi-ping	齐平	10608
zheng-de	挣得	10609
qian-qi-bai-guai	千奇百怪	10610
qiu-qu	求取	10611
ze-shan-gu-zhi	择善固执	10612
xiang-tian	香甜	10613
zhuo-shi	啄食	10614
ban-xie	搬卸	10615
bai-xiang	白相	10616
bu-mian-bu-xiu	不眠不休	10617
ru-chang	入场	10618
bi-shang	闭上	10619
lao-jiu	老旧	10620
you-you-guo-zhi	犹有过之	10621
cui-mian	催眠	10622
jin-cun	仅存	10623
leng-xie	冷血	10624
shi-hong	湿红	10625
de-li-yu	得力於	10626
qu-jue-yu	取决於	10627
cu-zhi	粗直	10628
huang-huang-bu-ke-zhong-ri	惶惶不可终日	10629
chu-zhong	出众	10630
yu-zu	郁卒	10631
chang-wang	怅惘	10632
jin-yu	仅於	10633
dong-qi	动起	10634
xi-xu	唏嘘	10635
yin-yi-wei-hao	引以为豪	10636
run-gao	润稿	10637
zai-zhong	栽种	10638
hong-yuan	宏远	10639
fang-shi	访视	10640
bian-jiao	编校	10641
zai-hui	再会	10642
gui-wei	归为	10643
da-han	大喊	10644
di-dui	敌对	10645
wu-yan-liu-se	五颜六色	10646
si-xin	死心	10647
xia-ai	狭隘	10648
qu-yue	取悦	10649
qi-liang	凄凉	10650
hong-guo	烘托	10651
pi	疲	10652
diao-yi-qing-xin	掉以轻心	10653
guang-bo	广博	10654
wu-suo-shi-shi	无所事事	10655
lie-kai	列开	10656
gao-lao-huan-xiang	告老还乡	10657
tao-zhuan	讨赚	10658
ying-yi	盈溢	10659
zhu-zao	铸造	10660
shao-lu	烧录	10661
yu-lie	渔猎	10662
gan-nian	感念	10663
tao-zhi	套至	10664
yi-yan-yi-bi-zhi	一言以蔽之	10665
yong-yuan	永远	10666
chu-shi	出事	10667
han-yi-nong-sun	含饴弄孙	10668
liu-xing-hua	流行化	10669
xiao-sheng-ni-ji	销声匿迹	10670
ci-mu	刺目	10671
fu-lan	腐烂	10672
lin-zou	临走	10673
tian-bao	填饱	10674
zi-bao	自保	10675
guo-guan	过惯	10676
xian-dao	陷到	10677
ruo-bu-jin-feng	弱不禁风	10678
ping-xing	平行	10679
yan-mei	研美	10680
ru-jia-bao-huan	如假包换	10681
pao-zao	泡澡	10682
jiang-li	奖励	10683
yi-wu-suo-you	一无所有	10684
wei-ming	未明	10685
chui-da	槌打	10686
feng-wei	奉为	10687
duo-duo	多多	10688
jin-chang	进厂	10689
shi-bu-xia-yan	食不下咽	10690
wu	兀	10691
qiong-kun-liao-dao	穷困潦倒	10692
nong-mei-kuo-mu	浓眉阔目	10693
he-yi	合宜	10694
fang-tai	防台	10695
zhe-teng	折腾	10696
bu-wu	不无	10697
bu-kan-ru-mu	不堪入目	10698
yu-jing-si-zuo	语惊四座	10699
xin-suan	辛酸	10700
suo-ma	锁码	10701
zi-qing	自清	10702
sui-shou	随手	10703
ru-yin	如茵	10704
tou-shen	投身	10705
xuan-ran-yu-qi	泫然欲泣	10706
yin-shi	吟诗	10707
kang-ri	抗日	10708
cuo	搓	10709
mao-zu-quan-jin	卯足全劲	10710
jiu	就	10711
shou	瘦	10712
hui-long	回笼	10713
gan-chu-liang-shen	感触良深	10714
xing-zhi-bo-bo	兴致勃勃	10715
shi-wei	是为	10716
dan	耽	10717
hua-fan-wei-jian	化繁为简	10718
cuan-sheng	窜升	10719
shang-pian	上片	10720
jiong-yi-yu	迥异於	10721
lang-du	朗读	10722
ge-shi-ge-yang	各式各样	10723
hui	悔	10724
bian	辨	10725
lian-chu	练出	10726
